100003501,Alan Wright,Male,34,England,Other,03-12-2020,133630.5
100003094,Andrea Alsop,Female,23,England,White Collar,10-11-2020,133589.87
400002618,Alison McGrath,Female,28,Northern Ireland,Other,14-10-2020,133050.09
300000794,Cameron Alsop,Male,41,Wales,White Collar,03-06-2020,132675.53
100002082,Justin Young,Male,32,England,White Collar,16-09-2020,132536.87
200000463,Paul Reid,Male,46,Scotland,Blue Collar,12-05-2020,131848.63
100001635,Lauren Manning,Female,34,England,White Collar,15-08-2020,131464.91
100000838,Felicity MacLeod,Female,25,England,White Collar,,130797.71
100001960,Olivia Harris,Female,31,England,White Collar,08-09-2020,130717.22
300002728,Warren Hill,Male,47,Wales,Blue Collar,21-10-2020,128488.01
200002601,Jake McGrath,Male,58,Scotland,Blue Collar,13-10-2020,128259.93
200000493,Jacob Forsyth,Male,49,Scotland,Blue Collar,14-05-2020,127883.17
200000630,,Male,51,,Blue Collar,22-05-2020,126331.75
100000578,Nathan Davidson,Male,33,England,Blue Collar,19-05-2020,126150.99
100002809,Stephen Welch,Male,34,England,Blue Collar,26-10-2020,125975.42
100003715,Molly Young,Female,36,England,White Collar,14-12-2020,125690.43
100003333,Jason Kerr,Male,37,England,Blue Collar,24-11-2020,125213.72
100001460,Rose Morrison,Female,34,England,White Collar,31-07-2020,125101.37
100001309,Colin Hamilton,Male,35,England,White Collar,22-07-2020,125015.82
200001573,Adam Campbell,Male,31,Scotland,White Collar,10-08-2020,124232.17
100001316,,Male,25,England,White Collar,22-07-2020,123865.36
100003658,Ruth MacDonald,Female,35,England,White Collar,11-12-2020,123357.17
100003660,Jason Coleman,Male,24,England,Blue Collar,,123346.44
100002390,Penelope Dowd,Female,45,,White Collar,30-09-2020,123159.76
100000303,Brian Russell,Male,42,England,Blue Collar,24-04-2020,122903.78
300000006,Ava Coleman,Female,30,Wales,Blue Collar,09-01-2020,122443.77
100003960,Michael Poole,Male,33,England,White Collar,27-12-2020,122294.27
100001459,Katherine Mills,Female,37,England,White Collar,31-07-2020,122248.3
100001257,Stewart Walsh,Male,33,England,White Collar,18-07-2020,122002.75
400000692,Hannah Hudson,Female,34,Northern Ireland,Other,26-05-2020,121806.79
200002070,Jack Sanderson,Male,53,Scotland,Blue Collar,15-09-2020,121801.58
300001979,Brandon Dyer,Male,33,Wales,Blue Collar,09-09-2020,121683.14
100003506,Jennifer Turner,Female,41,England,White Collar,03-12-2020,121591.95
400000540,Fiona Baker,Female,31,Northern Ireland,Other,17-05-2020,121133.06
300001341,Isaac Burgess,Male,28,Wales,White Collar,22-07-2020,121021.5
100000404,Stewart Bell,Male,38,England,White Collar,07-05-2020,120732.35
300001575,James Payne,Male,33,Wales,White Collar,10-08-2020,120278.47
100002218,Jasmine Turner,Female,29,England,White Collar,24-09-2020,119118.39
200000101,Stewart Lewis,Male,51,Scotland,Blue Collar,16-03-2020,119014.87
400003848,Carolyn Dowd,Female,52,Northern Ireland,Other,20-12-2020,118676.95
100002542,William Arnold,Male,37,England,White Collar,10-10-2020,118379.33
100002888,Carolyn Ferguson,Female,39,England,White Collar,29-10-2020,
100003949,Harry Poole,Male,23,England,White Collar,26-12-2020,117946.76
300002297,,Female,30,Wales,White Collar,25-09-2020,117809.44
400002151,Adam Skinner,Male,37,,White Collar,19-09-2020,117089.6
100003761,Kevin Hunter,Male,33,England,White Collar,16-12-2020,116577.61
100002306,Luke Lyman,Male,31,England,White Collar,26-09-2020,116522.47
300003006,Claire Scott,Female,34,Wales,White Collar,03-11-2020,116366.09
100000243,Paul Davies,Male,47,England,Blue Collar,17-04-2020,116144.95
200002900,Connor Rees,Male,60,Scotland,Other,29-10-2020,115932.44
100001732,Jacob Arnold,Male,47,England,White Collar,23-08-2020,115722.65
300001410,Boris Metcalfe,Male,43,Wales,White Collar,27-07-2020,115674.98
200001677,Joan Jones,Female,56,Scotland,Other,20-08-2020,115592.15
100000183,Christian Piper,Male,31,England,White Collar,07-04-2020,115312.87
100002480,Deirdre Mackay,Female,27,England,Blue Collar,06-10-2020,115220.03
200003071,Deirdre Burgess,Female,49,Scotland,Other,08-11-2020,115069.41
100002862,Ian May,Male,35,England,White Collar,28-10-2020,114954.78
200001519,Gabrielle Chapman,Female,38,Scotland,Other,05-08-2020,114945.55
200001679,Victor Arnold,Male,61,Scotland,Blue Collar,20-08-2020,114858.67
200000040,Gavin Pullman,Male,59,Scotland,Other,31-01-2020,114456.23
100003589,Andrea Short,Female,40,England,Blue Collar,07-12-2020,114118.53
100001124,Owen Forsyth,Male,35,England,White Collar,08-07-2020,114115.93
200003772,Leonard Miller,Male,53,Scotland,Blue Collar,16-12-2020,114059.89
200000043,,,49,Scotland,Blue Collar,01-02-2020,114021.21
,,,,,,,
,,,,,,,
100002137,Amy Lawrence,Female,21,England,Blue Collar,19-09-2020,113673.32
100001719,Madeleine Quinn,Female,30,England,Blue Collar,23-08-2020,113533.08
200001585,Dylan Young,Male,42,Scotland,Other,11-08-2020,112917.42
100002386,Andrea Hudson,Female,46,England,White Collar,30-09-2020,112571.21
300001642,Keith Fisher,Male,41,Wales,White Collar,16-08-2020,112243.76
100003455,Julia Mills,Female,39,England,White Collar,30-11-2020,112000.36
200001995,,,,,,10-09-2020,111961.53
100000274,Rose Russell,Female,34,England,Other,18-04-2020,111818.28
100001270,Andrew Campbell,Male,34,England,Other,19-07-2020,111798.34
100001806,Justin Wilson,Male,35,England,Other,27-08-2020,111412.09
100002497,Yvonne Parsons,Female,36,,,,
100000124,John Black,Male,39,,,,
,,,,,,,111036.92
300001338,Charles Simpson,Male,44,Wales,White Collar,22-07-2020,110880.94
200000623,Brian Mitchell,Male,53,Scotland,Other,21-05-2020,110688.19
200002125,Tracey Greene,Female,62,Scotland,Other,18-09-2020,110171.27
200003153,Sebastian Peters,Male,51,Scotland,Blue Collar,13-11-2020,109395.78
100001305,Boris Morgan,Male,34,England,Blue Collar,22-07-2020,109300.73
300000393,Lily Lyman,Female,34,Wales,Other,06-05-2020,109225.68
100000206,Wanda Short,Female,36,England,White Collar,12-04-2020,109026.81
200003653,Connor Gray,Male,54,Scotland,Blue Collar,10-12-2020,108968.26
300002334,Joe Nolan,Male,33,Wales,Blue Collar,27-09-2020,108674.69
100003867,Jonathan Peters,Male,30,England,Blue Collar,22-12-2020,108224.88
400000044,Yvonne Churchill,Female,22,Northern Ireland,Other,01-02-2020,107728.07
400000988,Hannah Hardacre,Female,39,Northern Ireland,White Collar,24-06-2020,107680.1
100000982,Deirdre Avery,Female,34,England,White Collar,24-06-2020,107641.39
100001113,Olivia Rees,Female,42,England,Other,07-07-2020,107366.02
100001889,Molly Hunter,Female,34,England,White Collar,02-09-2020,107351.49
100000443,Justin Hodges,Male,27,England,White Collar,11-05-2020,107287.71
100002339,Deirdre May,Female,31,England,Other,28-09-2020,107268.59
200000362,,,,,,,107185.54
100001887,,,,,,,107130.48
100002286,Wanda Mackenzie,Female,28,England,White Collar,25-09-2020,107083.15
100001224,Sophie Avery,Female,28,England,Other,15-07-2020,106947.88
400001467,Ryan Poole,Male,23,Northern Ireland,Blue Collar,31-07-2020,106836
100001414,Stephen Ogden,Male,29,England,Other,28-07-2020,106821.73
300000767,Chloe Bond,Female,34,Wales,White Collar,31-05-2020,106555.59
100002132,Penelope Bailey,Female,30,England,White Collar,19-09-2020,106490.28
100002813,Bella Hart,Female,39,England,Blue Collar,26-10-2020,106334.38
200003055,Dan Morrison,Male,36,Scotland,Blue Collar,07-11-2020,106275.73
200002695,,,,,,,
200002902,,,,,,,
100000227,Connor Gill,Male,29,England,Other,15-04-2020,106172.13
100002307,Nicola Gray,Female,43,England,White Collar,26-09-2020,106071.02
100001958,Heather Slater,Female,41,England,Blue Collar,08-09-2020,105902.66
200003522,John Rees,Male,52,Scotland,White Collar,03-12-2020,105810.79
100001212,Lucas Pullman,Male,39,England,White Collar,14-07-2020,105718.04
100001370,Kylie Buckland,Female,30,England,Other,25-07-2020,105695.88
300001812,Boris Lambert,Male,36,Wales,White Collar,27-08-2020,105439.61
200001273,Luke Lambert,Male,61,Scotland,Other,19-07-2020,105354.02
100003276,Gabrielle Jones,Female,39,England,White Collar,21-11-2020,105339.9
200000947,Katherine Ball,Female,56,Scotland,Other,20-06-2020,105138.65
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
300001779,Yvonne Brown,Female,37,Wales,White Collar,25-08-2020,104416.12
100003235,Blake Simpson,Male,26,England,White Collar,17-11-2020,104366.63
100001706,Simon Burgess,Male,43,England,White Collar,22-08-2020,104169.39
100003481,Penelope Ellison,Female,28,England,White Collar,02-12-2020,104030.29
100002346,Kylie Davidson,Female,29,England,White Collar,28-09-2020,103942.23
100000281,Sam Parsons,Male,37,England,Blue Collar,19-04-2020,103875.81
300003480,Piers Wright,Male,44,Wales,White Collar,01-12-2020,103404.37
100002503,Alexander Welch,Male,28,England,Blue Collar,08-10-2020,102952.98
200001692,Christopher Wilkins,Male,58,Scotland,Blue Collar,21-08-2020,102552.12
200002836,Sam Ferguson,Male,60,,Blue Collar,26-10-2020,102409.29
200001136,Sue Pullman,Female,38,Scotland,Other,09-07-2020,102268.43
100002659,Grace Wallace,Female,45,England,White Collar,17-10-2020,101994.01
100002890,Phil Kerr,Male,31,England,White Collar,29-10-2020,101731.87
100000475,Kevin James,Male,37,England,White Collar,13-05-2020,101697.71
100002801,,Female,30,England,,26-10-2020,101676.32
200002943,Jake Poole,Male,44,Scotland,Blue Collar,31-10-2020,101645.25
100000003,Liam Brown,Male,46,England,White Collar,07-01-2020,101536.83
300003864,Bernadette Hughes,Female,37,Wales,Blue Collar,21-12-2020,101532.72
200003793,Sophie Glover,Female,55,Scotland,Other,17-12-2020,100995.05
300002380,Claire James,Female,39,Wales,White Collar,29-09-2020,100130.71
200001905,Joan Slater,Female,59,,Other,,
100002461,Robert Walker,,34,England,White Collar,04-10-2020,99934.82
100000181,Mary Watson,Female,32,England,White Collar,07-04-2020,99806.54
200001423,,Female,50,Scotland,Other,28-07-2020,99770.73
100003876,Trevor Watson,Male,26,England,Other,23-12-2020,99642.13
200001866,Jason Rees,Male,40,Scotland,Blue Collar,31-08-2020,99604.38
300002189,Abigail Wright,Female,29,Wales,,22-09-2020,99557.72
300002568,Boris Chapman,Male,27,Wales,White Collar,11-10-2020,99502.56
200003341,Blake Morrison,Male,46,Scotland,Blue Collar,24-11-2020,99396.23
300001216,Emily Knox,Female,29,Wales,White Collar,14-07-2020,99271.98
200003289,,Male,50,Scotland,Other,21-11-2020,99255.19
200000301,Joseph Robertson,Male,41,Scotland,Blue Collar,23-04-2020,99190.79
100002935,Felicity Lambert,Female,36,England,White Collar,31-10-2020,98682.44
300000592,Diana Martin,Female,27,Wales,White Collar,19-05-2020,98541.75
100001757,Cameron Arnold,Male,20,England,White Collar,24-08-2020,98261.13
100003454,Felicity James,Female,32,England,White Collar,30-11-2020,98044.81
100002053,Brandon Springer,Male,38,England,White Collar,,98022.86
300001840,Anne Hardacre,Female,34,Wales,White Collar,29-08-2020,97934.55
100003457,Anna Mathis,Female,24,England,White Collar,30-11-2020,97846.35
100002806,Caroline Rampling,Female,37,England,White Collar,26-10-2020,97665.32
200003138,,Male,,,,12-11-2020,
400001671,Bernadette Metcalfe,Female,17,Northern Ireland,Blue Collar,,97610.35
200002027,Heather Smith,Female,52,Scotland,Blue Collar,12-09-2020,97609.31
100000772,Alexander Anderson,Male,32,England,White Collar,01-06-2020,97377.64
300003188,,,47,,,14-11-2020,97201.55
200003401,Angela Butler,Female,47,Scotland,Other,27-11-2020,97165.43
300000411,Edward Dowd,Male,38,Wales,White Collar,07-05-2020,97120.48
100003095,Oliver Campbell,Male,34,England,White Collar,10-11-2020,96893.79
200000909,Melanie Hunter,Female,44,Scotland,Other,18-06-2020,96860.93
100001347,Madeleine Miller,Female,42,England,White Collar,23-07-2020,96844.75
200000610,Ian Walsh,Male,52,Scotland,Blue Collar,20-05-2020,96808.76
100001821,Sonia Henderson,Female,29,England,White Collar,28-08-2020,96673.11
100001853,Jason Lewis,Male,33,England,White Collar,30-08-2020,96422.41
400000780,,Male,31,Northern Ireland,Blue Collar,01-06-2020,96409.06
200002536,Victor Black,Male,54,Scotland,Blue Collar,09-10-2020,96381.84
100001107,Sam Rutherford,Male,33,England,White Collar,07-07-2020,96379.13
200002516,,Male,54,Scotland,Blue Collar,08-10-2020,96359.91
100000286,Ruth Lambert,Female,31,England,Other,21-04-2020,96203.49
100002283,Andrea Burgess,Female,38,,White Collar,25-09-2020,96144.95
100001603,James Underwood,Male,42,England,White Collar,13-08-2020,96088.41
400000690,Bernadette Duncan,Female,42,Northern Ireland,Other,26-05-2020,96028.9
300002031,Piers Piper,Male,22,Wales,White Collar,12-09-2020,96018.25
300001843,Alan Lambert,Male,33,Wales,Other,29-08-2020,95833.44
100002119,Emily Bailey,Female,38,England,White Collar,18-09-2020,95608.2
100000901,Rose Butler,Female,38,England,White Collar,17-06-2020,95477.25
100001894,Jan Lee,Female,34,England,White Collar,03-09-2020,95423
300002188,Mary Murray,Female,28,Wales,Blue Collar,22-09-2020,94793.04
300000374,John Underwood,Male,19,Wales,Blue Collar,05-05-2020,94786.37
200002103,Jacob Watson,Male,46,Scotland,Other,17-09-2020,94781.97
300003657,Emily Miller,Female,38,Wales,Other,10-12-2020,94773.07
300001978,,Male,28,Wales,White Collar,09-09-2020,94767.31
100001554,Dominic Howard,Male,34,England,White Collar,09-08-2020,94732.96
300002520,Amanda Bell,Female,44,Wales,,08-10-2020,94722.42
200002579,Isaac Wright,Male,46,Scotland,Blue Collar,12-10-2020,94688.11
300001589,Liam Jackson,Male,37,Wales,Blue Collar,11-08-2020,94647.65
300003265,Joshua Parsons,Male,29,Wales,White Collar,19-11-2020,94523.22
100003279,Steven North,Male,36,England,Other,21-11-2020,94494.62
100001514,Joanne Davidson,Female,30,England,Blue Collar,05-08-2020,94490.55
100000627,Brian Slater,Male,44,England,White Collar,22-05-2020,94471.86
100001177,Christopher Bell,Male,28,England,,12-07-2020,94339.78
200003953,Alexandra Young,Female,52,Scotland,Other,26-12-2020,94197.01
100003866,Sally Campbell,Female,38,England,Blue Collar,,
100002663,Charles Watson,Male,46,England,White Collar,17-10-2020,94033.87
100002036,Joanne Terry,Female,37,England,Other,13-09-2020,93845.6
400000916,Matt Grant,Male,35,Northern Ireland,White Collar,18-06-2020,93787.01
100003446,Faith Glover,Female,18,England,White Collar,30-11-2020,93603.84
200001202,Jonathan Dowd,Male,52,Scotland,Blue Collar,13-07-2020,
400000721,James Dowd,Male,,Northern Ireland,White Collar,28-05-2020,93525.03
200002294,,Male,41,Scotland,Blue Collar,25-09-2020,93395.64
400000515,Amanda Mackenzie,Female,26,Northern Ireland,White Collar,15-05-2020,93357.28
100000173,Hannah Thomson,Female,26,England,White Collar,06-04-2020,93353.93
100003097,Claire Ball,Female,24,England,White Collar,10-11-2020,93329.94
200003768,Isaac McGrath,Male,56,Scotland,Blue Collar,16-12-2020,93164.29
100003637,Fiona Manning,Female,31,England,White Collar,10-12-2020,92983.44
300003776,Olivia Watson,Female,37,Wales,White Collar,16-12-2020,92953.31
100001369,Zoe Murray,Female,49,England,White Collar,25-07-2020,
200002753,Ian Hunter,Male,64,Scotland,Blue Collar,23-10-2020,92921.99
300003433,Sue Randall,Female,35,Wales,White Collar,28-11-2020,92788.65
100003643,Luke Lawrence,Male,27,England,White Collar,10-12-2020,92610.22
,Adam Gill,Male,50,,,,
100002706,Amanda Nash,Female,24,England,Other,20-10-2020,92201.51
300004001,,Female,34,Wales,White Collar,29-12-2020,92083.79
200002352,Owen Marshall,Male,37,Scotland,Blue Collar,28-09-2020,91884.77
100001983,Alan Gibson,Male,,England,,10-09-2020,91847.1
200002354,Blake Nolan,Male,45,Scotland,Blue Collar,28-09-2020,91759.2
100001145,Evan Hill,Male,32,England,Blue Collar,10-07-2020,91674.56
100002368,,,,,White Collar,29-09-2020,91665.23
300003090,Dorothy Wright,Female,50,Wales,Other,09-11-2020,91569.83
100003734,Joseph Cameron,Male,43,England,White Collar,15-12-2020,91470.56
100003759,Alison Hodges,Female,34,England,Blue Collar,16-12-2020,91324.46
100001237,Matt Springer,Male,39,England,Blue Collar,16-07-2020,91246.45
300001425,Leah Black,Female,28,Wales,White Collar,28-07-2020,91237.59
300001480,Matt Rampling,Male,46,Wales,Blue Collar,01-08-2020,91216.49
300000813,Diane Piper,Female,33,Wales,White Collar,05-06-2020,91205.06
100002871,,,,,,28-10-2020,90913.77
100000200,,,,,,11-04-2020,90868.86
100001688,Ryan Pullman,Male,31,England,White Collar,21-08-2020,90760.82
200000352,Piers Harris,Male,51,Scotland,White Collar,03-05-2020,90573.15
100002608,Steven Underwood,Male,38,England,White Collar,14-10-2020,90250.17
200001390,Christopher Allan,Male,54,Scotland,Blue Collar,26-07-2020,90166.9
100003285,Amelia Paterson,Female,49,England,Other,21-11-2020,90049.91
100001604,Angela Hill,Female,37,England,Other,13-08-2020,89906.69
300003357,Jonathan Payne,Male,36,Wales,Blue Collar,25-11-2020,89727.27
200001570,Trevor Sutherland,Male,38,Scotland,Blue Collar,10-08-2020,89551.4
200003617,Kevin Knox,Male,45,Scotland,White Collar,08-12-2020,89524.95
100001945,David McLean,Male,41,England,Blue Collar,07-09-2020,89366.53
100002572,Dorothy Coleman,Female,32,England,White Collar,12-10-2020,89329.33
300003075,Stephen Watson,Male,27,Wales,White Collar,08-11-2020,89186.6
200001479,Nicholas Black,Male,60,Scotland,Other,01-08-2020,89173.1
100003283,Bernadette Jones,Female,38,England,White Collar,21-11-2020,89126.12
100000145,Steven Ball,Male,37,England,White Collar,04-04-2020,89120.92
100000969,Sophie Parsons,Female,21,England,White Collar,22-06-2020,89067.87
100003805,Mary MacDonald,Female,36,England,Blue Collar,19-12-2020,88957.46
100001279,Wanda Morrison,Female,35,England,Blue Collar,20-07-2020,88873.04
100001017,Ella Hill,Female,33,,,,88647.1
400001845,Katherine Hamilton,Female,45,,,,88579.21
100001469,Warren Walker,Male,39,England,Blue Collar,01-08-2020,88544.22
100001097,Adam Vance,Male,36,England,Other,06-07-2020,88451.81
300000719,Sebastian North,Male,32,Wales,White Collar,28-05-2020,88416.84
200003033,Gavin Blake,Male,45,Scotland,Blue Collar,05-11-2020,88366.08
100001705,Zoe Parr,Female,43,England,Other,22-08-2020,88279.66
100003332,Owen Clark,Male,21,England,White Collar,24-11-2020,88147.69
100002173,Jane Turner,Female,28,England,White Collar,21-09-2020,88090.32
100000545,Julia Ellison,Female,36,England,Blue Collar,18-05-2020,88072.23
100002037,Matt Baker,Male,31,England,White Collar,13-09-2020,88023.96
100001548,Maria Kelly,Female,35,England,Blue Collar,08-08-2020,87960.01
100000927,Victoria Wilson,Female,37,England,White Collar,20-06-2020,87912.9
300001614,Blake Blake,Male,29,Wales,Other,13-08-2020,87844.61
200000263,Gabrielle Marshall,Female,41,Scotland,Other,17-04-2020,87758.52
100002555,Dorothy Payne,,,,,,87684.33
200002444,Christian Graham,Male,47,Scotland,Other,03-10-2020,87669.32
400003847,Donna Lambert,Female,34,Northern Ireland,White Collar,20-12-2020,87664.15
100003359,Amanda MacLeod,Female,22,England,Blue Collar,26-11-2020,87500.9
200003841,Trevor Avery,Male,46,Scotland,Blue Collar,20-12-2020,87484.96
200003492,Isaac Springer,Male,57,Scotland,Other,02-12-2020,87348.99
300001284,Jack Johnston,Male,41,Wales,White Collar,20-07-2020,87285.66
100003555,Amy Lambert,Female,40,England,Other,05-12-2020,87234.69
100000196,Jennifer Slater,Female,32,England,White Collar,10-04-2020,87203.66
200001476,Connor Peake,Male,46,Scotland,Blue Collar,01-08-2020,87192.65
200001375,Leah Quinn,Female,59,Scotland,Other,25-07-2020,87136.45
200003926,Joshua Paige,Male,41,Scotland,Blue Collar,24-12-2020,87116.58
200000712,Gordon Simpson,Male,54,Scotland,Blue Collar,28-05-2020,87050.11
200002666,Joshua Simpson,Male,46,Scotland,Blue Collar,17-10-2020,86983.68
300002074,Fiona Bower,Female,38,Wales,White Collar,15-09-2020,86892.69
100001689,Jan McGrath,Female,,,,,86890.77
100000314,Nicola Clarkson,Female,,,,,86849.17
200001477,Sam Lawrence,Male,44,Scotland,Blue Collar,01-08-2020,86652.4
200001890,Joan North,Female,62,Scotland,Other,02-09-2020,86610.74
100001542,Dorothy White,Female,30,England,Other,08-08-2020,86591.86
300003778,Lillian Russell,Female,45,Wales,Other,16-12-2020,86475.8
100000973,Julia Avery,Female,25,England,Other,23-06-2020,86275.31
100001594,Madeleine Walsh,Female,47,,,,86222.34
200003032,,Male,44,Scotland,Blue Collar,05-11-2020,86184.27
100001564,Samantha Bell,Female,24,England,White Collar,10-08-2020,86123
200002099,Yvonne Terry,Female,47,Scotland,Other,17-09-2020,86073.84
200000609,Leonard Brown,Male,58,Scotland,,,86041.55
100002893,Max Ball,Male,45,England,Other,29-10-2020,85992.59
200000507,Isaac Gill,Male,51,Scotland,Blue Collar,15-05-2020,85973.68
100001191,Oliver Burgess,Male,23,England,White Collar,13-07-2020,85965.79
200003741,James Reid,Male,49,Scotland,Other,15-12-2020,85903.66
200000766,Keith Ross,Male,45,Scotland,Blue Collar,31-05-2020,85726.19
100000972,Liam Forsyth,Male,32,England,White Collar,23-06-2020,85709.46
100003372,Jan MacDonald,Female,42,England,White Collar,27-11-2020,85695.41
100004003,Paul Avery,Male,46,England,White Collar,30-12-2020,85331.69
100002783,,Female,33,,,25-10-2020,85325.26
100003731,Anna McDonald,Female,42,England,White Collar,15-12-2020,85207.93
400002361,Peter Bailey,Male,41,Northern Ireland,White Collar,28-09-2020,85187.91
200000105,Stephen Ross,Male,48,Scotland,White Collar,16-03-2020,85108.08
100001566,Donna Hardacre,Female,40,England,White Collar,10-08-2020,85043.83
300002275,Olivia Newman,Female,36,Wales,White Collar,24-09-2020,
100000403,Ruth Simpson,Female,39,England,White Collar,,84925.13
300000686,Stephen Taylor,Male,34,Wales,Blue Collar,26-05-2020,84898.38
100000817,Melanie Ogden,Female,34,England,White Collar,06-06-2020,84823.05
100003268,Leah Lambert,Female,36,England,White Collar,20-11-2020,84693.18
100001494,Amelia Glover,Female,31,England,White Collar,03-08-2020,84543.25
400001072,Diane Short,Female,39,Northern Ireland,Other,03-07-2020,84480.9
100001366,Adrian Johnston,Male,41,England,Blue Collar,25-07-2020,84302.39
200002778,,Male,43,Scotland,Blue Collar,24-10-2020,84220.99
100002344,Stephanie Gray,Female,22,England,,28-09-2020,84123.93
100003048,Thomas Springer,Male,46,England,White Collar,07-11-2020,84080.85
100001112,Sonia Clarkson,Female,33,England,White Collar,07-07-2020,84064.01
200001137,Amanda Bailey,Female,57,Scotland,White Collar,09-07-2020,83992.09
200003043,Dylan Hardacre,Male,49,Scotland,Other,06-11-2020,83989.67
200001903,Owen Martin,Male,43,Scotland,Blue Collar,03-09-2020,83943.55
200000669,Jake Rutherford,Male,52,Scotland,Blue Collar,25-05-2020,83902.83
300000730,Nicola Howard,Female,33,Wales,White Collar,29-05-2020,83889.98
100002241,Harry Hill,Male,37,England,White Collar,24-09-2020,83804.88
200003971,Jacob Henderson,Male,52,Scotland,Blue Collar,27-12-2020,83783.18
300000667,Richard Watson,Male,35,Wales,White Collar,24-05-2020,83727.16
100003990,Rachel Johnston,Female,41,England,White Collar,29-12-2020,83616.58
200002514,Warren Rutherford,Male,62,Scotland,Blue Collar,08-10-2020,83595.79
400002153,Gordon Abraham,Male,30,Northern Ireland,Other,19-09-2020,83549.66
100003785,Una Newman,,26,England,White Collar,17-12-2020,83372.36
300000466,Amy Davies,Female,39,Wales,White Collar,12-05-2020,83260.18
100002611,Jason Ferguson,Male,38,England,Blue Collar,14-10-2020,83131.72
100000743,Jan Underwood,Female,47,England,Other,30-05-2020,83088.67
200001827,Luke Harris,Male,47,Scotland,Blue Collar,28-08-2020,83071.96
100001541,Simon Chapman,Male,30,England,Other,08-08-2020,83041.14
200001129,Ian Lambert,Male,44,Scotland,White Collar,08-07-2020,82950.04
100003592,Carol Manning,Female,41,England,White Collar,07-12-2020,82862.85
100001784,Oliver Russell,Male,28,England,White Collar,26-08-2020,82862.73
100003304,Harry Watson,Male,28,England,Other,22-11-2020,82847.05
100000998,Michael Allan,Male,36,England,Other,26-06-2020,82776.89
200000863,Theresa Quinn,Female,42,Scotland,Other,13-06-2020,82725.38
100003224,Rachel Welch,Female,35,England,Other,17-11-2020,82688.19
100001860,Nicholas Nash,Male,40,England,White Collar,31-08-2020,82664.04
100002050,Elizabeth Hart,Female,28,England,White Collar,14-09-2020,82638.51
400003370,Jessica Lyman,Female,20,Northern Ireland,Other,26-11-2020,82598.94
100003586,Molly Brown,Female,31,England,White Collar,07-12-2020,82376.44
100000577,Yvonne Randall,Female,43,England,Other,19-05-2020,82248.75
400000113,Tim Hardacre,Male,29,Northern Ireland,White Collar,16-03-2020,82229.52
400001781,Irene Chapman,Female,23,Northern Ireland,Other,25-08-2020,82229.1
200000711,Kylie Skinner,Female,53,Scotland,Other,28-05-2020,82160.5
100003012,Deirdre Edmunds,Female,32,England,White Collar,04-11-2020,82104.77
200002687,Lucas Lyman,Male,50,Scotland,Blue Collar,18-10-2020,82077.52
200002289,Stewart Cornish,Male,42,Scotland,Blue Collar,25-09-2020,82055.21
200003649,Lillian Vaughan,Female,53,Scotland,Other,10-12-2020,81863.36
100002950,Alan Avery,Male,33,England,White Collar,01-11-2020,81827.13
100003421,David Clarkson,Male,25,England,Other,28-11-2020,81820.9
100001428,Julia Coleman,Female,38,England,White Collar,29-07-2020,81724.65
